광역시도,해경서,발생일자,발생요일,사고유형,장소,사고원인,위험구역지정
강원도,동해,2017-07-16,일요일,표류,해수욕장,부주의,없음
충청남도,보령,2017-07-16,일요일,표류,해수욕장,부주의,없음
충청남도,보령,2017-07-16,일요일,표류,해수욕장,부주의,없음
부산광역시,부산,2017-07-17,월요일,추락익수,해양,자살,없음
충청남도,보령,2017-07-17,월요일,표류,해수욕장,부주의,없음
인천광역시,인천,2017-07-17,월요일,기타익수,해안가,자살,없음
전라남도,목포,2017-07-17,월요일,추락익수,갯바위,부주의,없음
제주특별자치도,서귀포,2017-07-17,월요일,수상레저익수,해수욕장,부주의,없음
충청남도,보령,2017-07-18,화요일,표류,해수욕장,부주의,없음
강원도,속초,2017-07-19,수요일,추락,테트라포드,부주의,없음
제주특별자치도,제주,2017-07-20,수요일,기타익수,방파제,수영미숙,없음
제주특별자치도,제주,2017-07-21,금요일,기타익수,해수욕장,수영미숙,없음
경상남도,통영,2017-07-21,금요일,기타익수,해수욕장,부주의,없음
충청남도,태안,2017-07-21,금요일,표류,해수욕장,부주의,없음
경기도,평택,2017-07-22,토요일,기타익수,항포구,음주,없음
제주특별자치도,서귀포,2017-07-22,토요일,추락,해안가,부주의,없음
충청남도,태안,2017-07-22,토요일,표류,해수욕장,부주의,없음
제주특별자치도,서귀포,2017-07-22,토요일,표류,해안가,부주의,없음
제주특별자치도,제주,2017-07-22,토요일,수상레저익수,해안가,질병,없음
제주특별자치도,서귀포,2017-07-22,토요일,고립,갯바위,조석 미인지,없음
충청남도,태안,2017-07-22,토요일,표류,해수욕장,부주의,없음
충청남도,보령,2017-07-22,토요일,고립,갯벌,부주의,없음
경상남도,통영,2017-07-22,토요일,수중레저익수,해양,부주의,없음
인천광역시,인천,2017-07-22,토요일,표류,해수욕장,부주의,없음
경기도,평택,2017-07-23,일요일,기타,갯벌,부주의,없음
충청남도,태안,2017-07-23,일요일,고립,해안가,부주의,없음
제주특별자치도,제주,2017-07-23,일요일,기타익수,해수욕장,부주의,없음
충청남도,보령,2017-07-23,일요일,표류,해수욕장,부주의,없음
전라남도,여수,2017-07-23,일요일,고립,해양,조석 미인지,없음
경상남도,창원,2017-07-23,일요일,기타,기타,자살,없음
제주특별자치도,서귀포,2017-07-23,일요일,추락익수,항포구,부주의,없음
충청남도,태안,2017-07-23,일요일,표류,해수욕장,부주의,없음
충청남도,태안,2017-07-24,월요일,고립익수,갯벌,기상불량,없음
충청남도,보령,2017-07-24,월요일,고립,갯벌,부주의,없음
충청남도,태안,2017-07-24,월요일,표류,해수욕장,부주의,없음
인천광역시,인천,2017-07-24,월요일,기타익수,해안가,자살,없음
전라남도,목포,2017-07-24,월요일,기타익수,해양,부주의,없음
제주특별자치도,서귀포,2017-07-24,월요일,기타익수,해수욕장,자살,없음
충청남도,보령,2017-07-24,월요일,표류,해수욕장,부주의,없음
충청남도,태안,2017-07-24,월요일,추락익수,해안가,부주의,없음
경상남도,창원,2017-07-25,화요일,추락익수,기타,자살,없음
경상남도,통영,2017-07-25,화요일,표류,해수욕장,부주의,없음
인천광역시,인천,2017-07-25,화요일,기타익수,해수욕장,수영미숙,없음
경상남도,통영,2017-07-25,화요일,표류,해수욕장,부주의,없음
충청남도,보령,2017-07-26,수요일,표류,해수욕장,부주의,없음
충청남도,태안,2017-07-26,수요일,표류,해수욕장,부주의,없음
부산광역시,울산,2017-07-26,수요일,수중레저익수,해수욕장,수영미숙,없음
제주특별자치도,제주,2017-07-26,화요일,표류,해안가,기상불량,없음
제주특별자치도,제주,2017-07-26,화요일,표류,항포구,수영미숙,없음
인천광역시,인천,2017-07-27,목요일,기타익수,해수욕장,부주의,없음
경상남도,통영,2017-07-27,목요일,기타익수,해수욕장,수영미숙,없음
전라북도,부안,2017-07-27,목요일,수상레저익수,해수욕장,부주의,없음
전라남도,여수,2017-07-27,목요일,추락,해양,조석 미인지,없음
제주특별자치도,제주,2017-07-27,수요일,기타익수,해수욕장,부주의,없음
전라북도,부안,2017-07-27,목요일,기타익수,해안가,음주,없음
인천광역시,인천,2017-07-27,목요일,기타익수,해수욕장,수영미숙,없음
경상남도,통영,2017-07-29,토요일,표류,기타,부주의,없음
부산광역시,부산,2017-07-29,토요일,기타,항포구,부주의,없음
부산광역시,부산,2017-07-29,토요일,추락,갯바위,부주의,없음
충청남도,태안,2017-07-29,토요일,표류,해수욕장,부주의,없음
인천광역시,인천,2017-07-29,토요일,고립,갯바위,조석 미인지,없음
제주특별자치도,서귀포,2017-07-29,토요일,고립,해안가,수영미숙,없음
전라북도,부안,2017-07-29,토요일,수상레저익수,해수욕장,부주의,없음
경상남도,통영,2017-07-29,토요일,기타익수,해수욕장,수영미숙,없음
인천광역시,인천,2017-07-29,토요일,고립,갯바위,조석 미인지,없음
경상남도,통영,2017-07-29,토요일,표류,해수욕장,부주의,없음
경상남도,통영,2017-07-29,토요일,기타,해수욕장,부주의,없음
충청남도,태안,2017-07-29,토요일,표류,해수욕장,부주의,없음
충청남도,태안,2017-07-30,일요일,표류,해수욕장,수영미숙,없음
부산광역시,부산,2017-07-30,일요일,추락익수,갯바위,부주의,없음
제주특별자치도,서귀포,2017-07-30,일요일,추락익수,항포구,안전미준수,없음
경상북도,포항,2017-07-30,일요일,수상레저익수,해안가,부주의,없음
전라북도,군산,2017-07-30,일요일,추락,테트라포드,안전미준수,없음
충청남도,태안,2017-07-30,일요일,표류,해수욕장,부주의,없음
충청남도,태안,2017-07-30,일요일,수상레저익수,해안가,음주,없음
제주특별자치도,서귀포,2017-07-30,일요일,기타익수,해양,부주의,없음
부산광역시,부산,2017-07-30,일요일,수상레저익수,해안가,안전미준수,없음
충청남도,태안,2017-07-30,일요일,표류,해수욕장,부주의,없음
충청남도,태안,2017-07-30,일요일,표류,해수욕장,수영미숙,없음
전라남도,목포,2017-07-30,일요일,표류,해수욕장,부주의,없음
강원도,동해,2017-07-30,일요일,표류,해안가,기상불량,없음
경상북도,울진,2017-07-30,일요일,수상레저익수,해안가,부주의,없음
경상북도,포항,2017-07-30,일요일,고립,갯바위,부주의,없음
충청남도,태안,2017-07-30,일요일,표류,해수욕장,부주의,없음
제주특별자치도,서귀포,2017-07-30,일요일,추락익수,방파제,부주의,없음
전라남도,완도,2017-07-31,월요일,수상레저익수,해수욕장,부주의,없음
경상남도,통영,2017-07-31,월요일,수상레저익수,해수욕장,수영미숙,없음
인천광역시,인천,2017-07-31,월요일,표류,해수욕장,부주의,없음
경상남도,통영,2017-07-31,월요일,기타,해수욕장,부주의,없음
부산광역시,부산,2017-07-31,월요일,기타익수,무인도서,부주의,없음
제주특별자치도,서귀포,2017-07-31,월요일,기타익수,해수욕장,수영미숙,없음
인천광역시,인천,2017-07-31,월요일,기타익수,해안가,자살,없음
제주특별자치도,서귀포,2017-07-31,월요일,수상레저익수,해수욕장,운전 부주의,없음
경기도,평택,2017-08-01,화요일,고립,갯바위,조석 미인지,없음
충청남도,태안,2017-08-01,화요일,기타익수,해수욕장,부주의,없음
경상남도,창원,2017-08-01,화요일,기타익수,기타,부주의,없음
충청남도,보령,2017-08-01,화요일,표류,해수욕장,부주의,없음
충청남도,태안,2017-08-01,화요일,추락익수,항포구,음주,없음
제주특별자치도,제주,2017-08-01,월요일,추락익수,테트라포드,부주의,없음
제주특별자치도,제주,2017-08-01,월요일,기타익수,해수욕장,부주의,없음
제주특별자치도,제주,2017-08-01,화요일,기타익수,해수욕장,부주의,없음
제주특별자치도,제주,2017-08-01,화요일,추락익수,갯바위,부주의,없음
충청남도,태안,2017-08-01,화요일,고립,갯바위,운전 부주의,없음
충청남도,평택,2017-08-01,화요일,표류,해수욕장,부주의,없음
충청남도,태안,2017-08-01,화요일,표류,해수욕장,부주의,없음
전라북도,부안,2017-08-01,화요일,기타익수,해수욕장,수영미숙,없음
충청남도,보령,2017-08-01,화요일,표류,해수욕장,부주의,없음
전라남도,여수,2017-08-02,수요일,수상레저익수,해안가,음주,없음
제주특별자치도,제주,2017-08-02,화요일,기타익수,해수욕장,부주의,없음
충청남도,보령,2017-08-02,수요일,표류,해수욕장,부주의,없음
충청남도,보령,2017-08-02,수요일,표류,해수욕장,부주의,없음
충청남도,보령,2017-08-02,수요일,표류,해수욕장,부주의,없음
전라남도,완도,2017-08-02,수요일,수상레저익수,해수욕장,부주의,없음
경상북도,포항,2017-08-02,수요일,추락,테트라포드,음주,없음
경상남도,통영,2017-08-03,목요일,수중레저익수,해양,부주의,없음
충청남도,보령,2017-08-03,목요일,고립,갯바위,조석 미인지,없음
인천광역시,인천,2017-08-03,목요일,표류,해수욕장,부주의,없음
울산광역시,울산,2017-08-03,목요일,표류,해안가,안전미준수,없음
충청남도,보령,2017-08-03,목요일,수상레저익수,해수욕장,운전 부주의,없음
충청남도,보령,2017-08-03,목요일,수상레저익수,해수욕장,부주의,없음
충청남도,보령,2017-08-03,목요일,표류,해안가,수영미숙,없음
인천광역시,인천,2017-08-03,목요일,추락익수,항포구,음주,없음
제주특별자치도,서귀포,2017-08-03,목요일,표류,해양,수영미숙,없음
부산광역시,부산,2017-08-03,목요일,기타익수,해안가,음주,없음
충청남도,보령,2017-08-03,목요일,표류,해수욕장,부주의,없음
인천광역시,인천,2017-08-03,목요일,기타익수,해양,수영미숙,없음
충청남도,평택,2017-08-04,금요일,표류,해안가,부주의,없음
제주특별자치도,서귀포,2017-08-04,금요일,수상레저익수,해수욕장,수영미숙,없음
경기도,평택,2017-08-04,금요일,표류,해수욕장,부주의,없음
강원도,동해,2017-08-04,금요일,수상레저익수,해수욕장,수영미숙,없음
충청남도,태안,2017-08-04,금요일,표류,해수욕장,부주의,없음
전라남도,목포,2017-08-04,금요일,기타익수,갯바위,부주의,없음
충청남도,태안,2017-08-04,금요일,표류,해수욕장,부주의,없음
충청남도,보령,2017-08-05,토요일,고립,갯바위,조석 미인지,없음
충청남도,태안,2017-08-05,토요일,표류,해수욕장,부주의,없음
인천광역시,인천,2017-08-05,토요일,표류,해수욕장,부주의,없음
충청남도,태안,2017-08-05,토요일,표류,해수욕장,부주의,없음
인천광역시,인천,2017-08-05,토요일,기타익수,항포구,수영미숙,없음
경기도,평택,2017-08-05,토요일,고립,해안가,조석 미인지,없음
경상북도,포항,2017-08-05,토요일,수상레저익수,해안가,부주의,없음
경상북도,포항,2017-08-05,토요일,기타익수,해수욕장,부주의,없음
전라남도,완도,2017-08-05,토요일,추락익수,기타,자살,없음
인천광역시,인천,2017-08-05,토요일,수상레저익수,해수욕장,부주의,없음
경상남도,통영,2017-08-05,토요일,수상레저익수,해수욕장,부주의,없음
전라남도,목포,2017-08-05,토요일,표류,해수욕장,부주의,없음
경상북도,포항,2017-08-06,일요일,기타익수,해안가,음주,없음
경상북도,포항,2017-08-06,일요일,기타익수,해안가,부주의,없음
강원도,동해,2017-08-06,일요일,고립,갯바위,부주의,없음
경상남도,창원,2017-08-06,일요일,기타익수,해안가,부주의,없음
전라남도,완도,2017-08-06,일요일,수상레저익수,해수욕장,수영미숙,없음
